from_asset,to_asset,year,rep_period,specification,partition
X4_Nuclear2,X4_Balance,2050,2,uniform,2.0
X4_Battery,X4_Balance,2050,2,uniform,2.0
X4_Balance,X4_Battery,2050,2,uniform,2.0
X5_Balance,X5_E_Demand,2050,2,uniform,3.0
X5_Solar,X5_Balance,2050,2,uniform,3.0
X5_Wind_Onshore,X5_Balance,2050,2,uniform,3.0
X5_Wind_Offshore,X5_Balance,2050,2,uniform,3.0
X5_Coal,X5_Balance,2050,2,uniform,3.0
X5_Nuclear,X5_Balance,2050,2,uniform,3.0
X5_CCGT,X5_Balance,2050,2,uniform,3.0
X5_OCGT,X5_Balance,2050,2,uniform,3.0
X5_Wind_Onshore2,X5_Balance,2050,2,uniform,3.0
X5_Wind_Offshore2,X5_Balance,2050,2,uniform,3.0
X5_Coal2,X5_Balance,2050,2,uniform,3.0
X5_Nuclear2,X5_Balance,2050,2,uniform,3.0
X5_Battery,X5_Balance,2050,2,uniform,3.0
X5_Balance,X5_Battery,2050,2,uniform,3.0
X6_Balance,X6_E_Demand,2050,2,uniform,3.0
X6_Solar,X6_Balance,2050,2,uniform,3.0
X6_Wind_Onshore,X6_Balance,2050,2,uniform,3.0
X6_Wind_Offshore,X6_Balance,2050,2,uniform,3.0
X6_Coal,X6_Balance,2050,2,uniform,3.0
X6_Nuclear,X6_Balance,2050,2,uniform,3.0
X6_CCGT,X6_Balance,2050,2,uniform,3.0
X6_OCGT,X6_Balance,2050,2,uniform,3.0
X6_Wind_Onshore2,X6_Balance,2050,2,uniform,3.0
X6_Wind_Offshore2,X6_Balance,2050,2,uniform,3.0
X6_Coal2,X6_Balance,2050,2,uniform,3.0
X6_Nuclear2,X6_Balance,2050,2,uniform,3.0
X6_Battery,X6_Balance,2050,2,uniform,3.0
X6_Balance,X6_Battery,2050,2,uniform,3.0
X7_Balance,X7_E_Demand,2050,2,uniform,4.0
X7_Solar,X7_Balance,2050,2,uniform,4.0
X7_Wind_Onshore,X7_Balance,2050,2,uniform,4.0
X7_Wind_Offshore,X7_Balance,2050,2,uniform,4.0
X7_Coal,X7_Balance,2050,2,uniform,4.0
X7_Nuclear,X7_Balance,2050,2,uniform,4.0
X7_CCGT,X7_Balance,2050,2,uniform,4.0
X7_OCGT,X7_Balance,2050,2,uniform,4.0
X7_Wind_Onshore2,X7_Balance,2050,2,uniform,4.0
X7_Wind_Offshore2,X7_Balance,2050,2,uniform,4.0
X7_Coal2,X7_Balance,2050,2,uniform,4.0
X7_Nuclear2,X7_Balance,2050,2,uniform,4.0
X7_Battery,X7_Balance,2050,2,uniform,4.0
X7_Balance,X7_Battery,2050,2,uniform,4.0
X8_Balance,X8_E_Demand,2050,2,uniform,4.0
X8_Solar,X8_Balance,2050,2,uniform,4.0
X8_Wind_Onshore,X8_Balance,2050,2,uniform,4.0
X8_Wind_Offshore,X8_Balance,2050,2,uniform,4.0
X8_Coal,X8_Balance,2050,2,uniform,4.0
X8_Nuclear,X8_Balance,2050,2,uniform,4.0
X8_CCGT,X8_Balance,2050,2,uniform,4.0
X8_OCGT,X8_Balance,2050,2,uniform,4.0
X8_Wind_Onshore2,X8_Balance,2050,2,uniform,4.0
X8_Wind_Offshore2,X8_Balance,2050,2,uniform,4.0
X8_Coal2,X8_Balance,2050,2,uniform,4.0
X8_Nuclear2,X8_Balance,2050,2,uniform,4.0
X8_Battery,X8_Balance,2050,2,uniform,4.0
X8_Balance,X8_Battery,2050,2,uniform,4.0
X9_Balance,X9_E_Demand,2050,2,uniform,5.0
X9_Solar,X9_Balance,2050,2,uniform,5.0
X9_Wind_Onshore,X9_Balance,2050,2,uniform,5.0
X9_Wind_Offshore,X9_Balance,2050,2,uniform,5.0
X9_Coal,X9_Balance,2050,2,uniform,5.0
X9_Nuclear,X9_Balance,2050,2,uniform,5.0
X9_CCGT,X9_Balance,2050,2,uniform,5.0
X9_OCGT,X9_Balance,2050,2,uniform,5.0
X9_Wind_Onshore2,X9_Balance,2050,2,uniform,5.0
X9_Wind_Offshore2,X9_Balance,2050,2,uniform,5.0
X9_Coal2,X9_Balance,2050,2,uniform,5.0
X9_Nuclear2,X9_Balance,2050,2,uniform,5.0
X9_Battery,X9_Balance,2050,2,uniform,5.0
X9_Balance,X9_Battery,2050,2,uniform,5.0
X0_Balance,X0_E_Demand,2050,2,uniform,
X0_Solar,X0_Balance,2050,2,uniform,
X0_Wind_Onshore,X0_Balance,2050,2,uniform,
X0_Wind_Offshore,X0_Balance,2050,2,uniform,
X0_Coal,X0_Balance,2050,2,uniform,
X0_Nuclear,X0_Balance,2050,2,uniform,
X0_CCGT,X0_Balance,2050,2,uniform,
X0_OCGT,X0_Balance,2050,2,uniform,
X0_Wind_Onshore2,X0_Balance,2050,2,uniform,
X0_Wind_Offshore2,X0_Balance,2050,2,uniform,
X0_Coal2,X0_Balance,2050,2,uniform,
X0_Nuclear2,X0_Balance,2050,2,uniform,
X0_Battery,X0_Balance,2050,2,uniform,
X0_Balance,X0_Battery,2050,2,uniform,
NL_Balance,BE_Balance,2050,2,uniform,1.0
NL_Balance,DE_Balance,2050,2,uniform,1.0
NL_Balance,UK_Balance,2050,2,uniform,1.0
NL_Balance,DK_Balance,2050,2,uniform,1.0
NL_Balance,NO_Balance,2050,2,uniform,1.0
BE_Balance,DE_Balance,2050,2,uniform,1.0
BE_Balance,UK_Balance,2050,2,uniform,1.0
BE_Balance,FR_Balance,2050,2,uniform,1.0
BE_Balance,LU_Balance,2050,2,uniform,1.0
DE_Balance,FR_Balance,2050,2,uniform,1.0
DE_Balance,CZ_Balance,2050,2,uniform,1.0
DE_Balance,NO_Balance,2050,2,uniform,1.0
DE_Balance,CH_Balance,2050,2,uniform,1.0
DE_Balance,AT_Balance,2050,2,uniform,1.0
DE_Balance,SE_Balance,2050,2,uniform,1.0
DE_Balance,LU_Balance,2050,2,uniform,1.0
DE_Balance,DK_Balance,2050,2,uniform,1.0
DE_Balance,PL_Balance,2050,2,uniform,1.0
FR_Balance,IT_Balance,2050,2,uniform,2.0
FR_Balance,ES_Balance,2050,2,uniform,2.0
FR_Balance,IE_Balance,2050,2,uniform,2.0
FR_Balance,UK_Balance,2050,2,uniform,1.0
FR_Balance,LU_Balance,2050,2,uniform,2.0
FR_Balance,CH_Balance,2050,2,uniform,2.0
CH_Balance,AT_Balance,2050,2,uniform,2.0
CH_Balance,IT_Balance,2050,2,uniform,2.0
UK_Balance,IE_Balance,2050,2,uniform,1.0
UK_Balance,DK_Balance,2050,2,uniform,1.0
UK_Balance,NO_Balance,2050,2,uniform,1.0
DK_Balance,SE_Balance,2050,2,uniform,1.0
DK_Balance,PL_Balance,2050,2,uniform,1.0
DK_Balance,NO_Balance,2050,2,uniform,1.0
NO_Balance,SE_Balance,2050,2,uniform,1.0
SE_Balance,LT_Balance,2050,2,uniform,2.0
SE_Balance,FI_Balance,2050,2,uniform,2.0
SE_Balance,PL_Balance,2050,2,uniform,2.0
AT_Balance,IT_Balance,2050,2,uniform,2.0
AT_Balance,HU_Balance,2050,2,uniform,2.0
AT_Balance,SI_Balance,2050,2,uniform,2.0
AT_Balance,CZ_Balance,2050,2,uniform,2.0
CZ_Balance,PL_Balance,2050,2,uniform,2.0
CZ_Balance,SK_Balance,2050,2,uniform,2.0
PL_Balance,LT_Balance,2050,2,uniform,2.0
PL_Balance,SK_Balance,2050,2,uniform,2.0
ES_Balance,PT_Balance,2050,2,uniform,3.0
IT_Balance,MT_Balance,2050,2,uniform,3.0
IT_Balance,GR_Balance,2050,2,uniform,3.0
IT_Balance,SI_Balance,2050,2,uniform,3.0
LT_Balance,LV_Balance,2050,2,uniform,3.0
FI_Balance,EE_Balance,2050,2,uniform,3.0
SI_Balance,HU_Balance,2050,2,uniform,3.0
SI_Balance,HR_Balance,2050,2,uniform,3.0
HU_Balance,RO_Balance,2050,2,uniform,3.0
HU_Balance,HR_Balance,2050,2,uniform,3.0
HU_Balance,SK_Balance,2050,2,uniform,3.0
RO_Balance,BG_Balance,2050,2,uniform,4.0
GR_Balance,CY_Balance,2050,2,uniform,4.0
GR_Balance,BG_Balance,2050,2,uniform,4.0
LV_Balance,EE_Balance,2050,2,uniform,4.0
X1_Balance,BE_Balance,2050,2,uniform,1.0
X1_Balance,DE_Balance,2050,2,uniform,1.0
X1_Balance,UK_Balance,2050,2,uniform,1.0
X1_Balance,DK_Balance,2050,2,uniform,1.0
X1_Balance,NO_Balance,2050,2,uniform,1.0
X2_Balance,NL_Balance,2050,2,uniform,1.0
X2_Balance,DE_Balance,2050,2,uniform,1.0
X2_Balance,UK_Balance,2050,2,uniform,1.0
X2_Balance,FR_Balance,2050,2,uniform,1.0
X2_Balance,LU_Balance,2050,2,uniform,1.0
X3_Balance,BE_Balance,2050,2,uniform,1.0
X3_Balance,FR_Balance,2050,2,uniform,2.0
X3_Balance,CZ_Balance,2050,2,uniform,2.0
X3_Balance,NO_Balance,2050,2,uniform,1.0
X3_Balance,CH_Balance,2050,2,uniform,2.0
X3_Balance,AT_Balance,2050,2,uniform,2.0
X3_Balance,NL_Balance,2050,2,uniform,1.0
X3_Balance,SE_Balance,2050,2,uniform,2.0
X3_Balance,LU_Balance,2050,2,uniform,2.0
X3_Balance,DK_Balance,2050,2,uniform,1.0
X3_Balance,PL_Balance,2050,2,uniform,2.0
X4_Balance,IE_Balance,2050,2,uniform,2.0
X4_Balance,NL_Balance,2050,2,uniform,1.0
X4_Balance,BE_Balance,2050,2,uniform,1.0
X4_Balance,FR_Balance,2050,2,uniform,2.0
X4_Balance,DK_Balance,2050,2,uniform,1.0
X4_Balance,NO_Balance,2050,2,uniform,1.0
X5_Balance,NL_Balance,2050,2,uniform,1.0
X5_Balance,DE_Balance,2050,2,uniform,1.0
X5_Balance,UK_Balance,2050,2,uniform,1.0
X5_Balance,SE_Balance,2050,2,uniform,2.0
X5_Balance,PL_Balance,2050,2,uniform,2.0
X5_Balance,NO_Balance,2050,2,uniform,1.0
X6_Balance,IT_Balance,2050,2,uniform,3.0
X6_Balance,ES_Balance,2050,2,uniform,3.0
X6_Balance,DE_Balance,2050,2,uniform,1.0
X6_Balance,BE_Balance,2050,2,uniform,1.0
X6_Balance,IE_Balance,2050,2,uniform,2.0
X6_Balance,UK_Balance,2050,2,uniform,1.0
X6_Balance,LU_Balance,2050,2,uniform,2.0
X6_Balance,CH_Balance,2050,2,uniform,2.0
X7_Balance,AT_Balance,2050,2,uniform,2.0
X7_Balance,IT_Balance,2050,2,uniform,3.0
X7_Balance,DE_Balance,2050,2,uniform,1.0
X7_Balance,FR_Balance,2050,2,uniform,2.0
X8_Balance,IT_Balance,2050,2,uniform,3.0
X8_Balance,DE_Balance,2050,2,uniform,1.0
X8_Balance,HU_Balance,2050,2,uniform,3.0
X8_Balance,CH_Balance,2050,2,uniform,2.0
X8_Balance,SI_Balance,2050,2,uniform,3.0
X8_Balance,CZ_Balance,2050,2,uniform,2.0
X9_Balance,UK_Balance,2050,2,uniform,1.0
X9_Balance,FR_Balance,2050,2,uniform,2.0
X0_Balance,BE_Balance,2050,2,uniform,
X0_Balance,DE_Balance,2050,2,uniform,
X0_Balance,FR_Balance,2050,2,uniform,
NL_Balance,NL_E_Demand,2050,3,uniform,1.0
NL_Solar,NL_Balance,2050,3,uniform,1.0
NL_Wind_Onshore,NL_Balance,2050,3,uniform,1.0
NL_Wind_Offshore,NL_Balance,2050,3,uniform,1.0
NL_Coal,NL_Balance,2050,3,uniform,1.0
NL_Nuclear,NL_Balance,2050,3,uniform,1.0
NL_CCGT,NL_Balance,2050,3,uniform,1.0
NL_OCGT,NL_Balance,2050,3,uniform,1.0
NL_Wind_Onshore2,NL_Balance,2050,3,uniform,1.0
NL_Wind_Offshore2,NL_Balance,2050,3,uniform,1.0
NL_Coal2,NL_Balance,2050,3,uniform,1.0
NL_Nuclear2,NL_Balance,2050,3,uniform,1.0
NL_Battery,NL_Balance,2050,3,uniform,1.0
NL_Balance,NL_Battery,2050,3,uniform,1.0
BE_Balance,BE_E_Demand,2050,3,uniform,1.0
BE_Solar,BE_Balance,2050,3,uniform,1.0
BE_Wind_Onshore,BE_Balance,2050,3,uniform,1.0
BE_Wind_Offshore,BE_Balance,2050,3,uniform,1.0
BE_Coal,BE_Balance,2050,3,uniform,1.0
BE_Nuclear,BE_Balance,2050,3,uniform,1.0
BE_CCGT,BE_Balance,2050,3,uniform,1.0
BE_OCGT,BE_Balance,2050,3,uniform,1.0
BE_Wind_Onshore2,BE_Balance,2050,3,uniform,1.0
BE_Wind_Offshore2,BE_Balance,2050,3,uniform,1.0
BE_Coal2,BE_Balance,2050,3,uniform,1.0
BE_Nuclear2,BE_Balance,2050,3,uniform,1.0
BE_Battery,BE_Balance,2050,3,uniform,1.0
BE_Balance,BE_Battery,2050,3,uniform,1.0
DE_Balance,DE_E_Demand,2050,3,uniform,1.0
DE_Solar,DE_Balance,2050,3,uniform,1.0
DE_Wind_Onshore,DE_Balance,2050,3,uniform,1.0
DE_Wind_Offshore,DE_Balance,2050,3,uniform,1.0
DE_Coal,DE_Balance,2050,3,uniform,1.0
DE_Nuclear,DE_Balance,2050,3,uniform,1.0
DE_CCGT,DE_Balance,2050,3,uniform,1.0
DE_OCGT,DE_Balance,2050,3,uniform,1.0
DE_Wind_Onshore2,DE_Balance,2050,3,uniform,1.0
DE_Wind_Offshore2,DE_Balance,2050,3,uniform,1.0
DE_Coal2,DE_Balance,2050,3,uniform,1.0
DE_Nuclear2,DE_Balance,2050,3,uniform,1.0
DE_Battery,DE_Balance,2050,3,uniform,1.0
DE_Balance,DE_Battery,2050,3,uniform,1.0
FR_Balance,FR_E_Demand,2050,3,uniform,2.0
FR_Solar,FR_Balance,2050,3,uniform,2.0
FR_Wind_Onshore,FR_Balance,2050,3,uniform,2.0
FR_Wind_Offshore,FR_Balance,2050,3,uniform,2.0
FR_Coal,FR_Balance,2050,3,uniform,2.0
FR_Nuclear,FR_Balance,2050,3,uniform,2.0
FR_CCGT,FR_Balance,2050,3,uniform,2.0
FR_OCGT,FR_Balance,2050,3,uniform,2.0
FR_Wind_Onshore2,FR_Balance,2050,3,uniform,2.0
FR_Wind_Offshore2,FR_Balance,2050,3,uniform,2.0
FR_Coal2,FR_Balance,2050,3,uniform,2.0
FR_Nuclear2,FR_Balance,2050,3,uniform,2.0
FR_Battery,FR_Balance,2050,3,uniform,2.0
FR_Balance,FR_Battery,2050,3,uniform,2.0
LU_Balance,LU_E_Demand,2050,3,uniform,2.0
LU_Solar,LU_Balance,2050,3,uniform,2.0
LU_Wind_Onshore,LU_Balance,2050,3,uniform,2.0
LU_Wind_Offshore,LU_Balance,2050,3,uniform,2.0
LU_Coal,LU_Balance,2050,3,uniform,2.0
LU_Nuclear,LU_Balance,2050,3,uniform,2.0
LU_CCGT,LU_Balance,2050,3,uniform,2.0
LU_OCGT,LU_Balance,2050,3,uniform,2.0
LU_Wind_Onshore2,LU_Balance,2050,3,uniform,2.0
LU_Wind_Offshore2,LU_Balance,2050,3,uniform,2.0
LU_Coal2,LU_Balance,2050,3,uniform,2.0
LU_Nuclear2,LU_Balance,2050,3,uniform,2.0
LU_Battery,LU_Balance,2050,3,uniform,2.0
LU_Balance,LU_Battery,2050,3,uniform,2.0
CH_Balance,CH_E_Demand,2050,3,uniform,2.0
CH_Solar,CH_Balance,2050,3,uniform,2.0
CH_Wind_Onshore,CH_Balance,2050,3,uniform,2.0
CH_Wind_Offshore,CH_Balance,2050,3,uniform,2.0
CH_Coal,CH_Balance,2050,3,uniform,2.0
CH_Nuclear,CH_Balance,2050,3,uniform,2.0
CH_CCGT,CH_Balance,2050,3,uniform,2.0
CH_OCGT,CH_Balance,2050,3,uniform,2.0
CH_Wind_Onshore2,CH_Balance,2050,3,uniform,2.0
CH_Wind_Offshore2,CH_Balance,2050,3,uniform,2.0
CH_Coal2,CH_Balance,2050,3,uniform,2.0
CH_Nuclear2,CH_Balance,2050,3,uniform,2.0
CH_Battery,CH_Balance,2050,3,uniform,2.0
CH_Balance,CH_Battery,2050,3,uniform,2.0
UK_Balance,UK_E_Demand,2050,3,uniform,1.0
UK_Solar,UK_Balance,2050,3,uniform,1.0
UK_Wind_Onshore,UK_Balance,2050,3,uniform,1.0
UK_Wind_Offshore,UK_Balance,2050,3,uniform,1.0
UK_Coal,UK_Balance,2050,3,uniform,1.0
UK_Nuclear,UK_Balance,2050,3,uniform,1.0
UK_CCGT,UK_Balance,2050,3,uniform,1.0
UK_OCGT,UK_Balance,2050,3,uniform,1.0
UK_Wind_Onshore2,UK_Balance,2050,3,uniform,1.0
UK_Wind_Offshore2,UK_Balance,2050,3,uniform,1.0
UK_Coal2,UK_Balance,2050,3,uniform,1.0
UK_Nuclear2,UK_Balance,2050,3,uniform,1.0
UK_Battery,UK_Balance,2050,3,uniform,1.0
UK_Balance,UK_Battery,2050,3,uniform,1.0
DK_Balance,DK_E_Demand,2050,3,uniform,1.0
DK_Solar,DK_Balance,2050,3,uniform,1.0
DK_Wind_Onshore,DK_Balance,2050,3,uniform,1.0
DK_Wind_Offshore,DK_Balance,2050,3,uniform,1.0
DK_Coal,DK_Balance,2050,3,uniform,1.0
DK_Nuclear,DK_Balance,2050,3,uniform,1.0
DK_CCGT,DK_Balance,2050,3,uniform,1.0
DK_OCGT,DK_Balance,2050,3,uniform,1.0
DK_Wind_Onshore2,DK_Balance,2050,3,uniform,1.0
DK_Wind_Offshore2,DK_Balance,2050,3,uniform,1.0
DK_Coal2,DK_Balance,2050,3,uniform,1.0
DK_Nuclear2,DK_Balance,2050,3,uniform,1.0
DK_Battery,DK_Balance,2050,3,uniform,1.0
DK_Balance,DK_Battery,2050,3,uniform,1.0
NO_Balance,NO_E_Demand,2050,3,uniform,1.0
NO_Solar,NO_Balance,2050,3,uniform,1.0
NO_Wind_Onshore,NO_Balance,2050,3,uniform,1.0
NO_Wind_Offshore,NO_Balance,2050,3,uniform,1.0
NO_Coal,NO_Balance,2050,3,uniform,1.0
NO_Nuclear,NO_Balance,2050,3,uniform,1.0
NO_CCGT,NO_Balance,2050,3,uniform,1.0
NO_OCGT,NO_Balance,2050,3,uniform,1.0
NO_Wind_Onshore2,NO_Balance,2050,3,uniform,1.0
NO_Wind_Offshore2,NO_Balance,2050,3,uniform,1.0
NO_Coal2,NO_Balance,2050,3,uniform,1.0
NO_Nuclear2,NO_Balance,2050,3,uniform,1.0
NO_Battery,NO_Balance,2050,3,uniform,1.0
NO_Balance,NO_Battery,2050,3,uniform,1.0
IE_Balance,IE_E_Demand,2050,3,uniform,2.0
IE_Solar,IE_Balance,2050,3,uniform,2.0
IE_Wind_Onshore,IE_Balance,2050,3,uniform,2.0
IE_Wind_Offshore,IE_Balance,2050,3,uniform,2.0
IE_Coal,IE_Balance,2050,3,uniform,2.0
IE_Nuclear,IE_Balance,2050,3,uniform,2.0
IE_CCGT,IE_Balance,2050,3,uniform,2.0
IE_OCGT,IE_Balance,2050,3,uniform,2.0
IE_Wind_Onshore2,IE_Balance,2050,3,uniform,2.0
IE_Wind_Offshore2,IE_Balance,2050,3,uniform,2.0
IE_Coal2,IE_Balance,2050,3,uniform,2.0
IE_Nuclear2,IE_Balance,2050,3,uniform,2.0
IE_Battery,IE_Balance,2050,3,uniform,2.0
IE_Balance,IE_Battery,2050,3,uniform,2.0
SE_Balance,SE_E_Demand,2050,3,uniform,2.0
SE_Solar,SE_Balance,2050,3,uniform,2.0
SE_Wind_Onshore,SE_Balance,2050,3,uniform,2.0
SE_Wind_Offshore,SE_Balance,2050,3,uniform,2.0
SE_Coal,SE_Balance,2050,3,uniform,2.0
SE_Nuclear,SE_Balance,2050,3,uniform,2.0
SE_CCGT,SE_Balance,2050,3,uniform,2.0
SE_OCGT,SE_Balance,2050,3,uniform,2.0
SE_Wind_Onshore2,SE_Balance,2050,3,uniform,2.0
SE_Wind_Offshore2,SE_Balance,2050,3,uniform,2.0
SE_Coal2,SE_Balance,2050,3,uniform,2.0
SE_Nuclear2,SE_Balance,2050,3,uniform,2.0
SE_Battery,SE_Balance,2050,3,uniform,2.0
SE_Balance,SE_Battery,2050,3,uniform,2.0
AT_Balance,AT_E_Demand,2050,3,uniform,2.0
AT_Solar,AT_Balance,2050,3,uniform,2.0
AT_Wind_Onshore,AT_Balance,2050,3,uniform,2.0
AT_Wind_Offshore,AT_Balance,2050,3,uniform,2.0
AT_Coal,AT_Balance,2050,3,uniform,2.0
AT_Nuclear,AT_Balance,2050,3,uniform,2.0
AT_CCGT,AT_Balance,2050,3,uniform,2.0
AT_OCGT,AT_Balance,2050,3,uniform,2.0
AT_Wind_Onshore2,AT_Balance,2050,3,uniform,2.0
AT_Wind_Offshore2,AT_Balance,2050,3,uniform,2.0
AT_Coal2,AT_Balance,2050,3,uniform,2.0
AT_Nuclear2,AT_Balance,2050,3,uniform,2.0
AT_Battery,AT_Balance,2050,3,uniform,2.0
AT_Balance,AT_Battery,2050,3,uniform,2.0
CZ_Balance,CZ_E_Demand,2050,3,uniform,2.0
CZ_Solar,CZ_Balance,2050,3,uniform,2.0
CZ_Wind_Onshore,CZ_Balance,2050,3,uniform,2.0
CZ_Wind_Offshore,CZ_Balance,2050,3,uniform,2.0
CZ_Coal,CZ_Balance,2050,3,uniform,2.0
CZ_Nuclear,CZ_Balance,2050,3,uniform,2.0
CZ_CCGT,CZ_Balance,2050,3,uniform,2.0
CZ_OCGT,CZ_Balance,2050,3,uniform,2.0
CZ_Wind_Onshore2,CZ_Balance,2050,3,uniform,2.0
CZ_Wind_Offshore2,CZ_Balance,2050,3,uniform,2.0
CZ_Coal2,CZ_Balance,2050,3,uniform,2.0
CZ_Nuclear2,CZ_Balance,2050,3,uniform,2.0
CZ_Battery,CZ_Balance,2050,3,uniform,2.0
CZ_Balance,CZ_Battery,2050,3,uniform,2.0
PL_Balance,PL_E_Demand,2050,3,uniform,2.0
PL_Solar,PL_Balance,2050,3,uniform,2.0
PL_Wind_Onshore,PL_Balance,2050,3,uniform,2.0
PL_Wind_Offshore,PL_Balance,2050,3,uniform,2.0
PL_Coal,PL_Balance,2050,3,uniform,2.0
PL_Nuclear,PL_Balance,2050,3,uniform,2.0
PL_CCGT,PL_Balance,2050,3,uniform,2.0
PL_OCGT,PL_Balance,2050,3,uniform,2.0
PL_Wind_Onshore2,PL_Balance,2050,3,uniform,2.0
PL_Wind_Offshore2,PL_Balance,2050,3,uniform,2.0
PL_Coal2,PL_Balance,2050,3,uniform,2.0
PL_Nuclear2,PL_Balance,2050,3,uniform,2.0
PL_Battery,PL_Balance,2050,3,uniform,2.0
PL_Balance,PL_Battery,2050,3,uniform,2.0
ES_Balance,ES_E_Demand,2050,3,uniform,3.0
ES_Solar,ES_Balance,2050,3,uniform,3.0
ES_Wind_Onshore,ES_Balance,2050,3,uniform,3.0
ES_Wind_Offshore,ES_Balance,2050,3,uniform,3.0
ES_Coal,ES_Balance,2050,3,uniform,3.0
ES_Nuclear,ES_Balance,2050,3,uniform,3.0
ES_CCGT,ES_Balance,2050,3,uniform,3.0
ES_OCGT,ES_Balance,2050,3,uniform,3.0
ES_Wind_Onshore2,ES_Balance,2050,3,uniform,3.0
ES_Wind_Offshore2,ES_Balance,2050,3,uniform,3.0
ES_Coal2,ES_Balance,2050,3,uniform,3.0
ES_Nuclear2,ES_Balance,2050,3,uniform,3.0
ES_Battery,ES_Balance,2050,3,uniform,3.0
ES_Balance,ES_Battery,2050,3,uniform,3.0
IT_Balance,IT_E_Demand,2050,3,uniform,3.0
IT_Solar,IT_Balance,2050,3,uniform,3.0
IT_Wind_Onshore,IT_Balance,2050,3,uniform,3.0
IT_Wind_Offshore,IT_Balance,2050,3,uniform,3.0
IT_Coal,IT_Balance,2050,3,uniform,3.0
IT_Nuclear,IT_Balance,2050,3,uniform,3.0
IT_CCGT,IT_Balance,2050,3,uniform,3.0
IT_OCGT,IT_Balance,2050,3,uniform,3.0
IT_Wind_Onshore2,IT_Balance,2050,3,uniform,3.0
IT_Wind_Offshore2,IT_Balance,2050,3,uniform,3.0
IT_Coal2,IT_Balance,2050,3,uniform,3.0
IT_Nuclear2,IT_Balance,2050,3,uniform,3.0
IT_Battery,IT_Balance,2050,3,uniform,3.0
IT_Balance,IT_Battery,2050,3,uniform,3.0
LT_Balance,LT_E_Demand,2050,3,uniform,3.0
LT_Solar,LT_Balance,2050,3,uniform,3.0
LT_Wind_Onshore,LT_Balance,2050,3,uniform,3.0
LT_Wind_Offshore,LT_Balance,2050,3,uniform,3.0
LT_Coal,LT_Balance,2050,3,uniform,3.0
LT_Nuclear,LT_Balance,2050,3,uniform,3.0
LT_CCGT,LT_Balance,2050,3,uniform,3.0
LT_OCGT,LT_Balance,2050,3,uniform,3.0
LT_Wind_Onshore2,LT_Balance,2050,3,uniform,3.0
LT_Wind_Offshore2,LT_Balance,2050,3,uniform,3.0
LT_Coal2,LT_Balance,2050,3,uniform,3.0
LT_Nuclear2,LT_Balance,2050,3,uniform,3.0
LT_Battery,LT_Balance,2050,3,uniform,3.0
LT_Balance,LT_Battery,2050,3,uniform,3.0
FI_Balance,FI_E_Demand,2050,3,uniform,3.0
FI_Solar,FI_Balance,2050,3,uniform,3.0
FI_Wind_Onshore,FI_Balance,2050,3,uniform,3.0
FI_Wind_Offshore,FI_Balance,2050,3,uniform,3.0
FI_Coal,FI_Balance,2050,3,uniform,3.0
FI_Nuclear,FI_Balance,2050,3,uniform,3.0
FI_CCGT,FI_Balance,2050,3,uniform,3.0
FI_OCGT,FI_Balance,2050,3,uniform,3.0
FI_Wind_Onshore2,FI_Balance,2050,3,uniform,3.0
FI_Wind_Offshore2,FI_Balance,2050,3,uniform,3.0
FI_Coal2,FI_Balance,2050,3,uniform,3.0
FI_Nuclear2,FI_Balance,2050,3,uniform,3.0
FI_Battery,FI_Balance,2050,3,uniform,3.0
FI_Balance,FI_Battery,2050,3,uniform,3.0
SI_Balance,SI_E_Demand,2050,3,uniform,3.0
SI_Solar,SI_Balance,2050,3,uniform,3.0
SI_Wind_Onshore,SI_Balance,2050,3,uniform,3.0
SI_Wind_Offshore,SI_Balance,2050,3,uniform,3.0
SI_Coal,SI_Balance,2050,3,uniform,3.0
SI_Nuclear,SI_Balance,2050,3,uniform,3.0
SI_CCGT,SI_Balance,2050,3,uniform,3.0
SI_OCGT,SI_Balance,2050,3,uniform,3.0
SI_Wind_Onshore2,SI_Balance,2050,3,uniform,3.0
SI_Wind_Offshore2,SI_Balance,2050,3,uniform,3.0
SI_Coal2,SI_Balance,2050,3,uniform,3.0
SI_Nuclear2,SI_Balance,2050,3,uniform,3.0
SI_Battery,SI_Balance,2050,3,uniform,3.0
SI_Balance,SI_Battery,2050,3,uniform,3.0
HU_Balance,HU_E_Demand,2050,3,uniform,3.0
HU_Solar,HU_Balance,2050,3,uniform,3.0
HU_Wind_Onshore,HU_Balance,2050,3,uniform,3.0
HU_Wind_Offshore,HU_Balance,2050,3,uniform,3.0
HU_Coal,HU_Balance,2050,3,uniform,3.0
HU_Nuclear,HU_Balance,2050,3,uniform,3.0
HU_CCGT,HU_Balance,2050,3,uniform,3.0
HU_OCGT,HU_Balance,2050,3,uniform,3.0
HU_Wind_Onshore2,HU_Balance,2050,3,uniform,3.0
HU_Wind_Offshore2,HU_Balance,2050,3,uniform,3.0
HU_Coal2,HU_Balance,2050,3,uniform,3.0
HU_Nuclear2,HU_Balance,2050,3,uniform,3.0
HU_Battery,HU_Balance,2050,3,uniform,3.0
HU_Balance,HU_Battery,2050,3,uniform,3.0
SK_Balance,SK_E_Demand,2050,3,uniform,3.0
SK_Solar,SK_Balance,2050,3,uniform,3.0
SK_Wind_Onshore,SK_Balance,2050,3,uniform,3.0
SK_Wind_Offshore,SK_Balance,2050,3,uniform,3.0
