asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,start_up_cost,shut_down_cost,max_ramp_down,max_ramp_up,min_operating_point,minimum_down_time,minimum_up_time,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method,max_su_ramp,max_sd_ramp,start_trajectory,shut_trajectory
CZ_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CZ_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
CZ_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
CZ_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
CZ_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
PL_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PL_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PL_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PL_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
PL_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
PL_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
PL_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
PL_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PL_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PL_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
PL_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
PL_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
ES_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
ES_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
ES_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
ES_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
ES_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
ES_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
ES_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
ES_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
ES_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
ES_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
ES_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
ES_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
IT_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
IT_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
IT_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
IT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
IT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
IT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
IT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
IT_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
IT_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
IT_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
IT_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
IT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
LT_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LT_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LT_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
LT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
LT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
LT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
LT_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LT_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LT_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
LT_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
LT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
FI_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
FI_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
FI_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
FI_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
FI_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
FI_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
FI_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
FI_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
FI_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
FI_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
FI_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
FI_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
SI_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SI_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SI_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SI_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
SI_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
SI_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
SI_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
SI_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SI_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SI_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
SI_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
SI_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
HU_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HU_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HU_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HU_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
HU_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
HU_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
HU_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
HU_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HU_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HU_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
HU_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
HU_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
SK_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SK_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SK_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SK_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
SK_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
SK_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
SK_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
SK_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SK_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
SK_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
SK_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
SK_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
PT_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PT_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PT_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
PT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
PT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
PT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
PT_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PT_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
PT_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
PT_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
PT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
HR_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HR_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HR_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HR_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
HR_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
HR_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
HR_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
HR_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HR_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
HR_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
HR_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
HR_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
RO_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
RO_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
RO_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
RO_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
RO_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
RO_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
RO_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
RO_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
RO_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
RO_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
RO_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
RO_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
GR_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
GR_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
GR_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
GR_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
GR_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
GR_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
GR_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
GR_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
GR_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
GR_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
GR_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
GR_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
LV_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LV_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LV_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
LV_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
LV_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
