asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,start_up_cost,shut_down_cost,max_ramp_down,max_ramp_up,min_operating_point,minimum_down_time,minimum_up_time,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method,max_su_ramp,max_sd_ramp,start_trajectory,shut_trajectory
NL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
